payment_id,order_id,payment_key,customer_key,time_key,method,status,amount,paid_at,transaction_ref
7000000759,1000000759,1,196,4.0,CARD,PAID,34170.0,2024-01-04 04:14:14,TX-81DDT8YK4CUC
7000000760,1000000760,5,212,353.0,GATEWAY,PAID,29659.2,2024-12-18 22:07:06,TX-MM5W7HA7G9E8
7000000761,1000000761,5,925,483.0,GATEWAY,PAID,16073.4,2025-04-27 21:28:35,TX-0PQWEWZ20D74
7000000762,1000000762,1,698,456.0,CARD,PAID,26029.2,2025-03-31 16:40:35,TX-E12IUGVF2GJT
7000000763,1000000763,1,1135,128.0,CARD,PAID,42364.2,2024-05-07 21:49:14,TX-8O0J3T8UFHZY
7000000764,1000000764,1,165,256.0,CARD,PAID,44460.0,2024-09-12 13:59:33,TX-H2DITP2XE1HV
7000000765,1000000765,5,960,323.0,GATEWAY,PAID,55350.0,2024-11-18 08:40:34,TX-OOBR88U3DXX8
7000000766,1000000766,4,696,253.0,CARD,REFUNDED,38419.92,2024-09-09 04:36:33,TX-FQ717Y5GISE6
7000000767,1000000767,5,436,302.0,GATEWAY,PAID,12414.6,2024-10-28 18:33:48,TX-XSUHEBMVCUWI
7000000768,1000000768,5,1393,638.0,GATEWAY,PAID,15129.6,2025-09-29 00:57:46,TX-V9RHYKXGXVV0
7000000769,1000000769,5,127,364.0,GATEWAY,PAID,30240.0,2024-12-29 20:24:04,TX-G6MLID37062T
7000000770,1000000770,5,326,363.0,GATEWAY,PAID,20166.75,2024-12-28 07:09:02,TX-0Z5STDOY760T
7000000771,1000000771,10,912,509.0,TRANSFER,PAID,29040.0,2025-05-23 18:30:17,TX-BXK25PWI6RU4
7000000772,1000000772,1,1041,207.0,CARD,PAID,49905.0,2024-07-25 08:57:18,TX-SWL1RDAS12Q3
7000000773,1000000773,5,130,490.0,GATEWAY,PAID,29867.4,2025-05-04 21:04:48,TX-QXDDL9U16KQ8
7000000774,1000000774,1,422,328.0,CARD,PAID,47916.0,2024-11-23 13:42:30,TX-9ECRPRRFOI0H
7000000775,1000000775,1,110,61.0,CARD,PAID,52272.0,2024-03-01 00:14:30,TX-95JE2C0GLYF4
7000000776,1000000776,1,1043,9.0,CARD,PAID,40104.0,2024-01-09 08:05:35,TX-FJYYCGWDL2KO
7000000777,1000000777,1,841,398.0,CARD,PAID,34303.5,2025-02-01 03:13:20,TX-5BG6AHS9O4S8
7000000778,1000000778,5,4,218.0,GATEWAY,PAID,14268.0,2024-08-05 21:39:35,TX-3QBKLM6WG6A1
7000000779,1000000779,1,1307,329.0,CARD,PAID,27588.0,2024-11-24 02:34:49,TX-ESDWH83316ZF
7000000780,1000000780,13,1113,,TRANSFER,FAILED,41382.0,,
7000000781,1000000781,1,1490,391.0,CARD,PAID,96673.92,2025-01-25 23:03:05,TX-CJX3JERZ5967
7000000782,1000000782,10,435,408.0,TRANSFER,PAID,13068.0,2025-02-11 19:20:44,TX-OAXTA8R80N18
7000000783,1000000783,11,905,404.0,GATEWAY,REFUNDED,65731.8,2025-02-07 23:18:45,TX-I09V82CP0YQ1
7000000784,1000000784,1,724,477.0,CARD,PAID,26813.28,2025-04-21 23:12:14,TX-C4Y7CQWLOQKI
7000000785,1000000785,1,1436,98.0,CARD,PAID,51727.5,2024-04-07 10:11:46,TX-HYA7UIET2ELL
7000000786,1000000786,5,904,197.0,GATEWAY,PAID,99754.5,2024-07-15 03:03:06,TX-IYXE4SWFS5ZU
7000000787,1000000787,1,1186,304.0,CARD,PAID,28459.2,2024-10-30 20:38:37,TX-043JJCTCDJF2
7000000788,1000000788,1,941,261.0,CARD,PAID,106533.0,2024-09-17 05:40:42,TX-Y4G207YI5ZHC
7000000789,1000000789,1,564,547.0,CARD,PAID,66249.6,2025-06-30 21:33:57,TX-82VRPK92WU1R
7000000790,1000000790,1,965,549.0,CARD,PAID,18142.5,2025-07-02 14:12:29,TX-YB6GCSWIYF9J
7000000791,1000000791,1,595,138.0,CARD,PAID,19050.0,2024-05-17 02:32:06,TX-EA1ERVTFQDUL
7000000792,1000000792,5,445,317.0,GATEWAY,PAID,63636.0,2024-11-12 06:28:44,TX-LE8SKIY2G6J0
7000000793,1000000793,4,987,228.0,CARD,REFUNDED,51727.5,2024-08-15 23:22:53,TX-BV5RCR5Y8JE0
7000000794,1000000794,10,874,484.0,TRANSFER,PAID,88209.0,2025-04-28 22:51:12,TX-YB5BQ5TZ9WF5
7000000795,1000000795,1,1493,611.0,CARD,PAID,13794.0,2025-09-02 21:51:11,TX-5GRN5YUNLAYQ
7000000796,1000000796,8,677,,GATEWAY,FAILED,96528.72,,
7000000797,1000000797,3,1247,13.0,CASH,PAID,72904.92,2024-01-13 06:46:21,TX-CW1KAZV6WNA3
7000000798,1000000798,3,616,437.0,CASH,PAID,16335.0,2025-03-12 00:41:45,TX-EV96CRK7SOOI
7000000799,1000000799,1,718,37.0,CARD,PAID,29940.0,2024-02-06 17:59:55,TX-P55BYJO7C5QV
7000000800,1000000800,1,1366,470.0,CARD,PAID,44760.0,2025-04-14 19:50:08,TX-86TKKR2DX91K
7000000801,1000000801,1,765,421.0,CARD,PAID,27689.4,2025-02-24 02:49:25,TX-7M7NO5WTT3E9
7000000802,1000000802,3,633,495.0,CASH,PAID,27588.0,2025-05-09 02:35:10,TX-IDUXMKLUF28G
7000000803,1000000803,5,807,628.0,GATEWAY,PAID,58372.5,2025-09-19 03:15:57,TX-AA60O4QAZ32L
7000000804,1000000804,5,175,52.0,GATEWAY,PAID,15129.6,2024-02-21 01:45:11,TX-CV506NKV2HA3
7000000805,1000000805,8,544,,GATEWAY,FAILED,13914.6,,
7000000806,1000000806,10,1226,214.0,TRANSFER,PAID,32670.0,2024-08-01 00:41:20,TX-QDDK0ONYU7GZ
7000000807,1000000807,15,268,,CASH,FAILED,42688.8,,
7000000808,1000000808,3,290,55.0,CASH,PAID,16335.0,2024-02-24 16:05:11,TX-UIA1NJ0C2WKJ
7000000809,1000000809,1,642,205.0,CARD,PAID,56482.8,2024-07-23 01:50:27,TX-AKEF72AKTVMC
7000000810,1000000810,3,884,429.0,CASH,PAID,35574.0,2025-03-04 11:41:34,TX-8X3KDDM5RVFH
7000000811,1000000811,3,1175,589.0,CASH,PAID,28459.2,2025-08-11 12:41:26,TX-891GU6YXMQNE
7000000812,1000000812,1,48,377.0,CARD,PAID,37074.0,2025-01-11 10:05:31,TX-TQ0HIZO25MP2
7000000813,1000000813,1,62,285.0,CARD,PAID,31692.0,2024-10-11 23:34:29,TX-DB6YA1HB1VBU
7000000814,1000000814,1,671,292.0,CARD,PAID,27036.0,2024-10-18 17:14:43,TX-LFGRAVFMZ3LK
7000000815,1000000815,1,590,537.0,CARD,PAID,40220.4,2025-06-20 08:48:39,TX-N197MMHQW69X
7000000816,1000000816,1,1202,486.0,CARD,PAID,51727.5,2025-04-30 18:18:27,TX-17977YY5L57S
7000000817,1000000817,1,958,416.0,CARD,PAID,14520.0,2025-02-19 05:38:35,TX-NDRKVTUO155D
7000000818,1000000818,5,57,476.0,GATEWAY,PAID,55650.0,2025-04-20 02:11:49,TX-HE1G5GON5CDW
7000000819,1000000819,3,917,555.0,CASH,PAID,72926.7,2025-07-08 03:15:59,TX-N3EG33HKW1WL
7000000820,1000000820,1,907,64.0,CARD,PAID,68302.08,2024-03-04 12:53:13,TX-XUR7HAL7NGTI
7000000821,1000000821,1,599,282.0,CARD,PAID,65388.0,2024-10-08 01:28:14,TX-J5DUYYWJOYGK
7000000822,1000000822,5,1494,195.0,GATEWAY,PAID,25729.2,2024-07-13 09:04:07,TX-ETB15EGV10K6
7000000823,1000000823,5,852,14.0,GATEWAY,PAID,15601.5,2024-01-14 10:21:19,TX-9GI9MYUQ99PW
7000000824,1000000824,5,16,453.0,GATEWAY,PAID,28642.8,2025-03-28 10:29:19,TX-0FGCYWF0B0AF
7000000825,1000000825,5,112,28.0,GATEWAY,PAID,71758.65,2024-01-28 03:56:39,TX-WVRZLY4Z6KLL
7000000826,1000000826,3,858,310.0,CASH,PAID,45738.0,2024-11-05 10:04:57,TX-NGVQAM9YE77J
7000000827,1000000827,5,761,335.0,GATEWAY,PAID,16552.56,2024-11-30 10:06:59,TX-96Q2MHI7O3HK
7000000828,1000000828,1,1163,268.0,CARD,PAID,76449.9,2024-09-24 19:00:16,TX-RUN01SFY4DKV
7000000829,1000000829,1,1413,349.0,CARD,PAID,71874.0,2024-12-14 06:24:13,TX-OJ4X9OV7YS1Y
7000000830,1000000830,3,1475,179.0,CASH,PAID,13068.0,2024-06-27 22:31:02,TX-ZZTL246KOLFP
7000000831,1000000831,1,168,280.0,CARD,PAID,42582.0,2024-10-06 06:15:45,TX-MYIDUEBXUGO4
7000000832,1000000832,1,1336,79.0,CARD,PAID,29040.0,2024-03-19 13:09:54,TX-0MYV9LY3NFXF
7000000833,1000000833,1,1092,631.0,CARD,PAID,48024.9,2025-09-22 15:42:06,TX-YK9CIUBVX1BO
7000000834,1000000834,1,685,176.0,CARD,PAID,85154.64,2024-06-24 15:16:27,TX-0BPOJUKI2S6M
7000000835,1000000835,1,689,353.0,CARD,PAID,18104.62,2024-12-18 20:15:44,TX-7YOENPX99540
7000000836,1000000836,4,239,314.0,CARD,REFUNDED,70741.2,2024-11-09 20:06:25,TX-HW235HCK1DIV
7000000837,1000000837,5,1437,349.0,GATEWAY,PAID,27336.0,2024-12-14 04:20:25,TX-W5CHAK55ZX6B
7000000838,1000000838,3,303,426.0,CASH,PAID,39204.0,2025-03-01 10:48:04,TX-U37004HZCZCR
7000000839,1000000839,1,591,473.0,CARD,PAID,55650.0,2025-04-17 02:27:08,TX-XF82G7CW0U6M
7000000840,1000000840,1,291,567.0,CARD,PAID,40331.4,2025-07-20 14:21:56,TX-JA8H1JFIKJ1D
7000000841,1000000841,7,1224,,CARD,FAILED,37709.25,,
7000000842,1000000842,1,313,524.0,CARD,PAID,43560.0,2025-06-07 00:32:22,TX-K68Q2247VDQP
7000000843,1000000843,1,1411,75.0,CARD,PAID,44624.4,2024-03-15 16:44:32,TX-MEOF46LF2SAB
7000000844,1000000844,1,30,582.0,CARD,PAID,16141.08,2025-08-04 19:28:39,TX-NF5SJEIGTBG7
7000000845,1000000845,1,1371,243.0,CARD,PAID,41926.5,2024-08-30 10:42:49,TX-HZVE1ZU43XQK
7000000846,1000000846,5,167,607.0,GATEWAY,PAID,25613.28,2025-08-29 17:26:41,TX-X0VVW8X11PHH
7000000847,1000000847,1,281,123.0,CARD,PAID,29867.4,2024-05-02 10:12:55,TX-80OCGN7DPWB0
7000000848,1000000848,1,64,573.0,CARD,PAID,28642.8,2025-07-26 14:48:14,TX-DMXIWQ7HRL37
7000000849,1000000849,14,172,423.0,CASH,REFUNDED,16008.3,2025-02-26 00:58:24,TX-VNX9SJEICUYZ
7000000850,1000000850,8,637,,GATEWAY,FAILED,55350.0,,
7000000851,1000000851,1,1006,224.0,CARD,PAID,35685.0,2024-08-11 14:18:42,TX-NC9NXAJMZ0IK
7000000852,1000000852,1,539,87.0,CARD,PAID,19965.0,2024-03-27 13:31:50,TX-HDEKRNUTPCOH
7000000853,1000000853,1,590,576.0,CARD,PAID,55405.5,2025-07-29 14:58:58,TX-TTTDOIQD5YT1
7000000854,1000000854,3,1294,593.0,CASH,PAID,26898.3,2025-08-15 10:27:47,TX-I5RYBNMLGN7F
7000000855,1000000855,1,60,95.0,CARD,PAID,54450.0,2024-04-04 05:45:44,TX-JXSGIW46BUXR
7000000856,1000000856,4,136,500.0,CARD,REFUNDED,33870.0,2025-05-14 07:38:56,TX-MP2IC5LM3YGW
7000000857,1000000857,1,1356,584.0,CARD,PAID,33870.0,2025-08-06 18:23:05,TX-S4G9KXJO4U1F
7000000858,1000000858,1,371,91.0,CARD,PAID,14268.0,2024-03-31 02:22:13,TX-7OFCGML9KJKH
7000000859,1000000859,1,1406,596.0,CARD,PAID,56029.05,2025-08-18 01:29:52,TX-NW3MO20KZP3Q
7000000860,1000000860,1,1104,411.0,CARD,PAID,25729.2,2025-02-14 14:35:01,TX-H2E0Q1QMJCJR
7000000861,1000000861,4,817,359.0,CARD,REFUNDED,14483.7,2024-12-24 09:36:57,TX-HH10UCS1XNPW
7000000862,1000000862,1,240,523.0,CARD,PAID,49905.0,2025-06-06 03:47:34,TX-BKWJ11VV4O94
7000000863,1000000863,2,476,,GATEWAY,PENDING,54188.4,,
7000000864,1000000864,1,1115,117.0,CARD,PAID,138871.38,2024-04-26 19:09:04,TX-TA6UF6GK4P9O
7000000865,1000000865,1,412,414.0,CARD,PAID,55650.0,2025-02-17 17:33:32,TX-6COJUQ9KP4U8
7000000866,1000000866,3,671,535.0,CASH,PAID,39204.0,2025-06-18 16:24:46,TX-ZOBIZ0B77UQN
7000000867,1000000867,15,328,,CASH,FAILED,41382.0,,
7000000868,1000000868,1,371,249.0,CARD,PAID,36474.0,2024-09-05 08:18:07,TX-GJ33UD5UOJFZ
7000000869,1000000869,5,1048,115.0,GATEWAY,PAID,16718.25,2024-04-24 15:53:05,TX-OK3S87UKBX3A
7000000870,1000000870,5,1259,422.0,GATEWAY,PAID,50306.64,2025-02-25 14:10:36,TX-GY0LZS3M0JG4
7000000871,1000000871,10,397,520.0,TRANSFER,PAID,49821.75,2025-06-03 09:46:54,TX-7B85TNTG6GIU
7000000872,1000000872,1,470,479.0,CARD,PAID,36474.0,2025-04-23 23:36:50,TX-ZDWD5C75GIEU
7000000873,1000000873,3,555,406.0,CASH,PAID,25613.28,2025-02-09 16:47:06,TX-9GGZ6472476T
7000000874,1000000874,3,1257,104.0,CASH,PAID,14483.7,2024-04-13 21:12:14,TX-2BXS8RWGOSGJ
7000000875,1000000875,5,757,447.0,GATEWAY,PAID,50205.0,2025-03-22 02:25:28,TX-N5XFSH0K732N
7000000876,1000000876,1,216,98.0,CARD,PAID,54778.8,2024-04-07 11:36:43,TX-E8EFT4CJ4TYW
7000000877,1000000877,1,1176,303.0,CARD,PAID,32670.0,2024-10-29 04:58:53,TX-14OFN1BWVBYE
7000000878,1000000878,3,2,147.0,CASH,PAID,14520.0,2024-05-26 17:00:35,TX-H82QCFREILZF
7000000879,1000000879,1,1295,459.0,CARD,PAID,11761.2,2025-04-03 01:58:46,TX-12YKCGJEE3D4
7000000880,1000000880,1,1335,234.0,CARD,PAID,23522.4,2024-08-21 23:35:09,TX-YC3DAD6RU0I7
7000000881,1000000881,1,1445,75.0,CARD,PAID,53288.4,2024-03-15 03:09:44,TX-K7DCU8895HXL
7000000882,1000000882,5,691,216.0,GATEWAY,PAID,13614.6,2024-08-03 00:45:53,TX-QMK6831HI1FU
7000000883,1000000883,1,780,238.0,CARD,PAID,61693.42,2024-08-25 14:53:00,TX-D82KMB30I1WW
7000000884,1000000884,5,338,558.0,GATEWAY,PAID,17172.0,2025-07-11 18:48:58,TX-AO3FQ7ANZWXG
7000000885,1000000885,1,380,38.0,CARD,PAID,27336.0,2024-02-07 02:56:38,TX-KYONP5BOI5AF
7000000886,1000000886,1,582,360.0,CARD,PAID,54316.5,2024-12-25 10:08:20,TX-GTRO72E0F9F4
7000000887,1000000887,5,711,359.0,GATEWAY,PAID,51727.5,2024-12-24 12:41:00,TX-8SB4JC7MOG4Z
7000000888,1000000888,7,991,,CARD,FAILED,19304.62,,
7000000889,1000000889,10,500,291.0,TRANSFER,PAID,53361.0,2024-10-17 01:11:59,TX-KIXCVAM23HT4
7000000890,1000000890,1,99,228.0,CARD,PAID,30492.0,2024-08-15 13:14:58,TX-AUBLFJU8SMSS
7000000891,1000000891,5,1002,293.0,GATEWAY,PAID,40830.0,2024-10-19 00:03:08,TX-S4JSOMPXXDZT
7000000892,1000000892,1,1310,595.0,CARD,PAID,44460.0,2025-08-17 05:39:11,TX-T132P8C17OX6
7000000893,1000000893,12,1276,,CASH,PENDING,51727.5,,
7000000894,1000000894,5,307,23.0,GATEWAY,PAID,78945.0,2024-01-23 22:58:57,TX-DKNOU6TJ2PKK
7000000895,1000000895,1,1133,155.0,CARD,PAID,28459.2,2024-06-03 21:26:44,TX-7DXE2IFR8H6O
7000000896,1000000896,1,1234,607.0,CARD,PAID,97284.0,2025-08-29 00:05:55,TX-JUDW6W14E2L8
7000000897,1000000897,10,573,,TRANSFER,PAID,38419.92,2025-10-02 01:17:46,TX-WWPR1Q9Z3IG3
7000000898,1000000898,1,1008,164.0,CARD,PAID,31728.3,2024-06-12 23:56:01,TX-ENPDKZ3AF3T8
7000000899,1000000899,5,1124,130.0,GATEWAY,PAID,29659.2,2024-05-09 15:46:36,TX-FE0B17MY6XLE
7000000900,1000000900,1,139,135.0,CARD,PAID,106288.5,2024-05-14 19:31:08,TX-8RFBOMI53VT0
7000000901,1000000901,1,771,424.0,CARD,PAID,13721.4,2025-02-27 22:28:53,TX-3VJT6TCJAY1F
7000000902,1000000902,3,960,15.0,CASH,PAID,73652.7,2024-01-15 03:58:32,TX-GI9I7WA78V3C
7000000903,1000000903,3,210,625.0,CASH,PAID,59212.56,2025-09-16 01:45:21,TX-0W4T7CAMSO64
7000000904,1000000904,1,498,468.0,CARD,PAID,17968.5,2025-04-12 11:39:13,TX-RD1PO5RGJFOM
7000000905,1000000905,1,1058,196.0,CARD,PAID,83936.25,2024-07-14 02:05:02,TX-P6DMWYE5RNY3
7000000906,1000000906,5,350,378.0,GATEWAY,PAID,44760.0,2025-01-12 15:10:34,TX-ARDM8ZPH9FC6
7000000907,1000000907,1,4,469.0,CARD,PAID,71692.5,2025-04-13 08:03:22,TX-RGPCRNYGRF0C
7000000908,1000000908,3,200,127.0,CASH,PAID,13068.0,2024-05-06 12:22:02,TX-4I36422IDC5V
7000000909,1000000909,5,474,375.0,GATEWAY,PAID,31382.16,2025-01-09 10:40:47,TX-K4SYSAVA730W
7000000910,1000000910,3,1073,150.0,CASH,PAID,14941.08,2024-05-29 01:46:39,TX-YMZ2MKGIJBNU
7000000911,1000000911,1,679,284.0,CARD,PAID,16020.0,2024-10-10 08:42:11,TX-IM425VK3ZUQE
7000000912,1000000912,4,564,102.0,CARD,REFUNDED,90546.48,2024-04-11 13:48:26,TX-DUD85ZYCKEWR
7000000913,1000000913,3,981,92.0,CASH,PAID,62552.16,2024-04-01 01:16:00,TX-Z823RHU1RGTU
7000000914,1000000914,8,560,,GATEWAY,FAILED,40830.0,,
7000000915,1000000915,1,403,212.0,CARD,PAID,14520.0,2024-07-30 06:25:19,TX-2XR3RFBIURES
7000000916,1000000916,3,228,363.0,CASH,PAID,40619.7,2024-12-28 14:15:36,TX-7R7O0Y7LPSV0
7000000917,1000000917,1,331,169.0,CARD,PAID,50205.0,2024-06-17 23:55:40,TX-XU007BBMPXQ3
7000000918,1000000918,3,555,528.0,CASH,PAID,44104.5,2025-06-11 16:10:05,TX-BX6IB3STV3CI
7000000919,1000000919,1,641,410.0,CARD,PAID,36892.5,2025-02-13 14:24:49,TX-9D4GTCAZCFDA
7000000920,1000000920,1,1450,577.0,CARD,PAID,29659.2,2025-07-30 06:48:54,TX-VJ484HHAIAQN
7000000921,1000000921,1,591,462.0,CARD,PAID,43560.0,2025-04-06 03:50:12,TX-T0KKM3XQRW1I
7000000922,1000000922,3,934,596.0,CASH,PAID,13721.4,2025-08-18 11:20:12,TX-EY5K1OBWL61A
7000000923,1000000923,1,316,505.0,CARD,PAID,13068.0,2025-05-19 02:26:47,TX-W7CLSVOPTNNY
7000000924,1000000924,1,774,244.0,CARD,PAID,63636.0,2024-08-31 23:28:41,TX-5ADAPV3GD0Q1
7000000925,1000000925,1,1049,566.0,CARD,PAID,27336.0,2025-07-19 13:49:36,TX-WOCQJR6VH5Y6
7000000926,1000000926,5,592,44.0,GATEWAY,PAID,82303.8,2024-02-13 22:20:43,TX-05B5NG2LRYD8
7000000927,1000000927,1,797,469.0,CARD,PAID,76631.4,2025-04-13 22:47:51,TX-3ILBQNWYEJ5V
7000000928,1000000928,8,1287,,GATEWAY,FAILED,27336.0,,
7000000929,1000000929,1,405,341.0,CARD,PAID,44188.8,2024-12-06 20:40:54,TX-MWG92GVW2CFC
7000000930,1000000930,1,1023,348.0,CARD,PAID,102885.9,2024-12-13 14:39:07,TX-37PBTITXR2VB
7000000931,1000000931,1,649,462.0,CARD,PAID,36483.6,2025-04-06 18:46:11,TX-UFAH4BA6VNT6
7000000932,1000000932,7,772,,CARD,FAILED,23522.4,,
7000000933,1000000933,3,1290,202.0,CASH,PAID,12414.6,2024-07-20 06:14:39,TX-WHLVJ8SMOFFM
7000000934,1000000934,5,1001,347.0,GATEWAY,PAID,33570.0,2024-12-12 20:54:20,TX-HJ4TVWA317GG
7000000935,1000000935,5,611,231.0,GATEWAY,PAID,13914.6,2024-08-18 14:57:35,TX-CZJX59R04YHR
7000000936,1000000936,5,1414,185.0,GATEWAY,PAID,16335.0,2024-07-03 02:25:48,TX-HB7RH7FJGVMF
7000000937,1000000937,1,888,446.0,CARD,PAID,14374.8,2025-03-21 00:01:06,TX-D5V7TFP9UOBX
7000000938,1000000938,1,40,352.0,CARD,PAID,16373.4,2024-12-17 18:55:45,TX-GSKJ8PPJMJ3N
7000000939,1000000939,1,186,414.0,CARD,PAID,30240.0,2025-02-17 13:43:37,TX-F1P6RD76F83E
7000000940,1000000940,3,58,9.0,CASH,PAID,31744.35,2024-01-09 17:23:32,TX-ZV4WV2P0ZID5
7000000941,1000000941,1,1072,518.0,CARD,PAID,55350.0,2025-06-01 03:17:33,TX-PBU6P3TL0TA8
7000000942,1000000942,5,818,17.0,GATEWAY,PAID,44460.0,2024-01-17 22:51:31,TX-RJ9ULZWOONXZ
7000000943,1000000943,3,1267,459.0,CASH,PAID,39204.0,2025-04-03 20:35:29,TX-TKCF057GSQ7W
7000000944,1000000944,10,1101,160.0,TRANSFER,PAID,14229.6,2024-06-08 23:15:37,TX-FUFM82ZHPEAU
7000000945,1000000945,3,1466,141.0,CASH,PAID,14229.6,2024-05-20 20:44:18,TX-NUHAQXRJ9368
7000000946,1000000946,1,1471,4.0,CARD,PAID,65811.9,2024-01-04 20:15:28,TX-QWDVC65HYS7B
7000000947,1000000947,9,4,,CARD,PENDING,110424.6,,
7000000948,1000000948,3,142,32.0,CASH,PAID,49005.0,2024-02-01 00:24:09,TX-WHFAHOXJBV9M
7000000949,1000000949,3,1018,116.0,CASH,PAID,45738.0,2024-04-25 16:26:16,TX-G6D32X570LA5
7000000950,1000000950,1,1305,386.0,CARD,PAID,55650.0,2025-01-20 09:09:25,TX-OPTFG2O9FMKK
7000000951,1000000951,3,174,340.0,CASH,PAID,14520.0,2024-12-05 16:50:44,TX-Z94DYBO0A7OX
7000000952,1000000952,3,371,572.0,CASH,PAID,39204.0,2025-07-25 15:08:25,TX-CBVKHV09AMPT
7000000953,1000000953,1,1174,116.0,CARD,PAID,47986.78,2024-04-25 05:14:03,TX-PBJFHKKMCWYY
7000000954,1000000954,3,640,,CASH,PAID,50094.0,2025-10-01 08:42:10,TX-FRO6XUEEZ21P
7000000955,1000000955,3,58,618.0,CASH,PAID,51727.5,2025-09-09 23:08:21,TX-26ZNL6HR3BD0
7000000956,1000000956,1,494,163.0,CARD,PAID,50205.0,2024-06-11 23:15:33,TX-PNPN728ZHZD7
7000000957,1000000957,5,1416,225.0,GATEWAY,PAID,28488.0,2024-08-12 15:12:38,TX-4DWUPCKULXTI
7000000958,1000000958,5,680,461.0,GATEWAY,PAID,27113.28,2025-04-05 04:31:55,TX-G0YBYLL79D2Z
7000000959,1000000959,7,693,,CARD,FAILED,39619.92,,
7000000960,1000000960,3,728,540.0,CASH,PAID,29040.0,2025-06-23 08:39:41,TX-XML4T5D8K9T8
7000000961,1000000961,1,1011,95.0,CARD,PAID,28488.0,2024-04-04 07:42:43,TX-IHDE23C04LJX
7000000962,1000000962,3,787,596.0,CASH,PAID,80368.2,2025-08-18 02:29:48,TX-NWPCRS74GI8I
7000000963,1000000963,1,564,485.0,CARD,PAID,13968.0,2025-04-29 18:53:32,TX-J0SU863DH9MS
7000000964,1000000964,1,509,619.0,CARD,PAID,19876.35,2025-09-10 15:46:39,TX-TQLAYGK4M306
7000000965,1000000965,1,1280,578.0,CARD,PAID,14229.6,2025-07-31 08:26:39,TX-NTHMS7WVF5KE
7000000966,1000000966,1,1119,318.0,CARD,PAID,56029.05,2024-11-13 14:14:14,TX-HZIDEK70YQMJ
7000000967,1000000967,1,1393,558.0,CARD,PAID,46023.24,2025-07-11 14:50:22,TX-R357EWVOL6S9
7000000968,1000000968,1,1392,241.0,CARD,PAID,31692.0,2024-08-28 23:49:48,TX-U8DVNQFSTYSY
7000000969,1000000969,3,331,93.0,CASH,PAID,72237.0,2024-04-02 17:18:52,TX-H1AQZGQEYNNS
7000000970,1000000970,5,16,109.0,GATEWAY,PAID,70591.08,2024-04-18 23:28:04,TX-WZNJNSQI1V2U
7000000971,1000000971,5,655,629.0,GATEWAY,PAID,37074.0,2025-09-20 19:52:14,TX-GSYYOIXYYQ4P
7000000972,1000000972,5,1220,105.0,GATEWAY,PAID,15901.5,2024-04-14 10:16:41,TX-20HKRIAOI4PZ
7000000973,1000000973,5,833,429.0,GATEWAY,PAID,29940.0,2025-03-04 20:00:17,TX-A5D157U2Q4NR
7000000974,1000000974,5,1418,625.0,GATEWAY,PAID,18676.35,2025-09-16 14:31:02,TX-G5W28UYGETE7
7000000975,1000000975,10,671,206.0,TRANSFER,PAID,53361.0,2024-07-24 08:42:52,TX-R8N3A55NABM5
7000000976,1000000976,1,727,22.0,CARD,PAID,43560.0,2024-01-22 23:31:47,TX-QAHSU1GIQ05P
7000000977,1000000977,1,734,522.0,CARD,PAID,69018.0,2025-06-05 06:17:36,TX-LWQT408OSLA7
7000000978,1000000978,2,1158,,GATEWAY,PENDING,35503.5,,
7000000979,1000000979,3,635,610.0,CASH,PAID,36300.0,2025-09-01 14:08:27,TX-BC6TVDXHTEBQ
7000000980,1000000980,1,549,501.0,CARD,PAID,19004.62,2025-05-15 02:58:54,TX-U2C5AJ0YEM1X
7000000981,1000000981,10,863,500.0,TRANSFER,PAID,71656.2,2025-05-14 19:35:55,TX-C1UMTCB7HQ57
7000000982,1000000982,3,917,187.0,CASH,PAID,13721.4,2024-07-05 10:06:04,TX-9L6HLTE9YWUB
7000000983,1000000983,4,884,206.0,CARD,REFUNDED,45738.0,2024-07-24 23:18:32,TX-P41BX176TWY9
7000000984,1000000984,5,783,306.0,GATEWAY,PAID,42882.0,2024-11-01 20:46:23,TX-TMEFO486PVYN
7000000985,1000000985,15,1080,,CASH,FAILED,71556.38,,
7000000986,1000000986,1,195,100.0,CARD,PAID,56929.05,2024-04-09 21:41:12,TX-OJ4L17K6OHPX
7000000987,1000000987,3,81,104.0,CASH,PAID,86521.05,2024-04-13 18:23:15,TX-0XDRSSA3J8RI
7000000988,1000000988,14,299,361.0,CASH,REFUNDED,60228.96,2024-12-26 13:03:20,TX-ZBNT1UZYMPR4
7000000989,1000000989,1,293,89.0,CARD,PAID,94438.08,2024-03-29 03:35:01,TX-JXLJCHXTZZHT
7000000990,1000000990,3,1318,583.0,CASH,PAID,63525.0,2025-08-05 21:09:41,TX-NACPY7CMSCNT
7000000991,1000000991,1,1176,119.0,CARD,PAID,28342.8,2024-04-28 08:31:28,TX-RNCIQ1HXGCFX
7000000992,1000000992,1,435,617.0,CARD,PAID,24829.2,2025-09-08 15:16:32,TX-VV8MQQ8N8077
7000000993,1000000993,3,1209,428.0,CASH,PAID,14374.8,2025-03-03 07:28:35,TX-GNVYGIAV590M
7000000994,1000000994,1,664,292.0,CARD,PAID,33577.5,2024-10-18 15:44:32,TX-ML14I07HMD66
7000000995,1000000995,1,1375,98.0,CARD,PAID,30240.0,2024-04-07 08:39:36,TX-0NW0F3CSBUH0
7000000996,1000000996,1,866,632.0,CARD,PAID,54561.0,2025-09-23 04:19:07,TX-TJHL936P9I7S
