address_id,line1,city,province_name,postal_code,country_code
1467,Calle 346,Mar del Plata,Buenos Aires,6778,AR
1468,Calle 8498,CABA,Buenos Aires,3572,AR
1469,Calle 3758,Mar del Plata,Buenos Aires,6431,AR
1470,Calle 4075,Mar del Plata,Buenos Aires,9627,AR
1471,Calle 693,La Plata,Buenos Aires,1397,AR
1472,Calle 4052,Río Cuarto,Córdoba,7190,AR
1473,Calle 4424,Mar del Plata,Buenos Aires,9265,AR
1474,Calle 8876,Mar del Plata,Buenos Aires,7408,AR
1475,Calle 5304,Santa Fe,Santa Fe,5950,AR
1476,Calle 4330,CABA,Buenos Aires,7169,AR
1477,Calle 6658,CABA,Buenos Aires,5659,AR
1478,Calle 283,La Plata,Buenos Aires,7106,AR
1479,Calle 3672,Villa Carlos Paz,Córdoba,4802,AR
1480,Calle 1786,Mar del Plata,Buenos Aires,3355,AR
1481,Calle 3403,CABA,Buenos Aires,2374,AR
1482,Calle 8576,La Plata,Buenos Aires,1965,AR
1483,Calle 5536,La Plata,Buenos Aires,7660,AR
1484,Calle 9215,CABA,Buenos Aires,6128,AR
1485,Calle 7914,Mar del Plata,Buenos Aires,2721,AR
1486,Calle 2086,Villa Carlos Paz,Córdoba,3722,AR
1487,Calle 640,CABA,Buenos Aires,9594,AR
1488,Calle 6851,Mar del Plata,Buenos Aires,2926,AR
1489,Calle 4442,San Rafael,Mendoza,3718,AR
1490,Calle 3350,Mar del Plata,Buenos Aires,9509,AR
1491,Calle 5410,CABA,Buenos Aires,3690,AR
1492,Calle 161,Villa Carlos Paz,Córdoba,3463,AR
1493,Calle 5110,CABA,Buenos Aires,2537,AR
1494,Calle 1002,CABA,Buenos Aires,2093,AR
1495,Calle 5652,Córdoba,Córdoba,5498,AR
1496,Calle 9576,Santa Fe,Santa Fe,7607,AR
1497,Calle 3320,Río Cuarto,Córdoba,2687,AR
1498,Calle 9236,La Plata,Buenos Aires,6409,AR
1499,Calle 7757,San Rafael,Mendoza,4798,AR
1500,Calle 2401,Mar del Plata,Buenos Aires,1004,AR
1501,Calle 2245,CABA,Buenos Aires,8728,AR
1502,Calle 3945,CABA,Buenos Aires,7316,AR
1503,Calle 5194,Mar del Plata,Buenos Aires,3721,AR
1504,Calle 9184,Villa Carlos Paz,Córdoba,2970,AR
1505,Calle 5705,Rafaela,Santa Fe,8636,AR
1506,Calle 9172,Córdoba,Córdoba,3932,AR
1507,Calle 8619,La Plata,Buenos Aires,6381,AR
1508,Calle 8238,Godoy Cruz,Mendoza,1549,AR
1509,Calle 720,Villa Carlos Paz,Córdoba,5492,AR
1510,Calle 7714,Mendoza,Mendoza,9033,AR
1511,Calle 8939,Mar del Plata,Buenos Aires,1472,AR
1512,Calle 2157,Córdoba,Córdoba,1918,AR
1513,Calle 5149,Córdoba,Córdoba,4181,AR
1514,Calle 5186,Mar del Plata,Buenos Aires,9459,AR
1515,Calle 6822,Godoy Cruz,Mendoza,2064,AR
1516,Calle 2417,Rafaela,Santa Fe,3827,AR
1517,Calle 3256,Mar del Plata,Buenos Aires,3833,AR
1518,Calle 5746,Mar del Plata,Buenos Aires,2410,AR
1519,Calle 2991,CABA,Buenos Aires,6201,AR
1520,Calle 3564,Rosario,Santa Fe,2331,AR
1521,Calle 3131,Mar del Plata,Buenos Aires,6087,AR
1522,Calle 2917,La Plata,Buenos Aires,7782,AR
1523,Calle 3265,Santa Fe,Santa Fe,8202,AR
1524,Calle 9482,La Plata,Buenos Aires,3793,AR
1525,Calle 6319,San Rafael,Mendoza,8108,AR
1526,Calle 4730,Río Cuarto,Córdoba,2486,AR
1527,Calle 3576,Santa Fe,Santa Fe,2889,AR
1528,Calle 7786,Córdoba,Córdoba,7099,AR
1529,Calle 555,Mar del Plata,Buenos Aires,6879,AR
1530,Calle 5484,La Plata,Buenos Aires,4065,AR
1531,Calle 8959,La Plata,Buenos Aires,8478,AR
1532,Calle 3991,Villa Carlos Paz,Córdoba,6535,AR
1533,Calle 658,Villa Carlos Paz,Córdoba,7897,AR
1534,Calle 6566,Rafaela,Santa Fe,9391,AR
1535,Calle 8587,San Rafael,Mendoza,3128,AR
1536,Calle 1482,Rosario,Santa Fe,8515,AR
1537,Calle 2417,CABA,Buenos Aires,6038,AR
1538,Calle 7153,CABA,Buenos Aires,3525,AR
1539,Calle 82,Santa Fe,Santa Fe,2636,AR
1540,Calle 3482,La Plata,Buenos Aires,8593,AR
1541,Calle 6351,Rosario,Santa Fe,7551,AR
1542,Calle 6957,Rafaela,Santa Fe,6683,AR
1543,Calle 441,Río Cuarto,Córdoba,4852,AR
1544,Calle 27,Mar del Plata,Buenos Aires,2265,AR
1545,Calle 725,CABA,Buenos Aires,2521,AR
1546,Calle 6975,CABA,Buenos Aires,7337,AR
1547,Calle 2942,La Plata,Buenos Aires,8617,AR
1548,Calle 1662,Mar del Plata,Buenos Aires,3635,AR
1549,Calle 6292,Mar del Plata,Buenos Aires,8964,AR
1550,Calle 4964,CABA,Buenos Aires,8377,AR
1551,Calle 5490,La Plata,Buenos Aires,3930,AR
1552,Calle 1311,La Plata,Buenos Aires,5224,AR
1553,Calle 7455,Mar del Plata,Buenos Aires,5615,AR
1554,Calle 7541,La Plata,Buenos Aires,5134,AR
1555,Calle 386,La Plata,Buenos Aires,5804,AR
1556,Calle 5319,La Plata,Buenos Aires,2829,AR
1557,Calle 6492,Río Cuarto,Córdoba,9765,AR
1558,Calle 8085,CABA,Buenos Aires,8504,AR
1559,Calle 8578,San Rafael,Mendoza,2253,AR
1560,Calle 9984,CABA,Buenos Aires,7257,AR
1561,Calle 5535,Mendoza,Mendoza,7922,AR
1562,Calle 4209,Mar del Plata,Buenos Aires,8101,AR
1563,Calle 4276,Rafaela,Santa Fe,1800,AR
1564,Calle 7159,Córdoba,Córdoba,5535,AR
1565,Calle 6532,Río Cuarto,Córdoba,5467,AR
1566,Calle 6789,CABA,Buenos Aires,5375,AR
1567,Calle 5213,Río Cuarto,Córdoba,1296,AR
1568,Calle 4716,Mar del Plata,Buenos Aires,7893,AR
1569,Calle 9137,La Plata,Buenos Aires,6237,AR
1570,Calle 7569,Rosario,Santa Fe,9720,AR
1571,Calle 6602,Villa Carlos Paz,Córdoba,8971,AR
1572,Calle 3401,Mendoza,Mendoza,5981,AR
1573,Calle 7658,Santa Fe,Santa Fe,6761,AR
1574,Calle 4652,CABA,Buenos Aires,4845,AR
1575,Calle 6201,Mendoza,Mendoza,7483,AR
1576,Calle 9352,CABA,Buenos Aires,7571,AR
1577,Calle 6852,CABA,Buenos Aires,6950,AR
1578,Calle 5207,Río Cuarto,Córdoba,4688,AR
1579,Calle 4691,La Plata,Buenos Aires,7554,AR
1580,Calle 7603,La Plata,Buenos Aires,7280,AR
1581,Calle 3095,Godoy Cruz,Mendoza,3270,AR
1582,Calle 9349,San Rafael,Mendoza,6325,AR
1583,Calle 7732,Mar del Plata,Buenos Aires,1372,AR
1584,Calle 2645,Córdoba,Córdoba,3870,AR
1585,Calle 5288,Mendoza,Mendoza,1506,AR
1586,Calle 4015,Villa Carlos Paz,Córdoba,4963,AR
1587,Calle 1822,San Rafael,Mendoza,5011,AR
1588,Calle 113,Córdoba,Córdoba,9515,AR
1589,Calle 6834,Rosario,Santa Fe,9751,AR
1590,Calle 980,Mar del Plata,Buenos Aires,6953,AR
1591,Calle 7210,Río Cuarto,Córdoba,3391,AR
1592,Calle 1832,Rafaela,Santa Fe,7764,AR
1593,Calle 7907,CABA,Buenos Aires,6407,AR
1594,Calle 8054,Mar del Plata,Buenos Aires,5838,AR
1595,Calle 4226,La Plata,Buenos Aires,3294,AR
1596,Calle 3622,CABA,Buenos Aires,5771,AR
1597,Calle 9301,Mendoza,Mendoza,8206,AR
1598,Calle 2107,Mar del Plata,Buenos Aires,7295,AR
1599,Calle 3468,Córdoba,Córdoba,1197,AR
1600,Calle 8468,Mar del Plata,Buenos Aires,6639,AR
1601,Calle 5150,Río Cuarto,Córdoba,8950,AR
1602,Calle 2874,Santa Fe,Santa Fe,2060,AR
1603,Calle 3676,CABA,Buenos Aires,4226,AR
1604,Calle 200,Mar del Plata,Buenos Aires,4318,AR
1605,Calle 1620,Villa Carlos Paz,Córdoba,5447,AR
1606,Calle 8811,San Rafael,Mendoza,9567,AR
1607,Calle 2994,Mar del Plata,Buenos Aires,4741,AR
1608,Calle 4355,Mar del Plata,Buenos Aires,4113,AR
1609,Calle 8562,Mendoza,Mendoza,4728,AR
1610,Calle 7820,Río Cuarto,Córdoba,6224,AR
1611,Calle 7241,CABA,Buenos Aires,2636,AR
1612,Calle 7983,Río Cuarto,Córdoba,8041,AR
1613,Calle 3192,Villa Carlos Paz,Córdoba,1008,AR
1614,Calle 4436,Rafaela,Santa Fe,6384,AR
1615,Calle 4910,La Plata,Buenos Aires,6589,AR
1616,Calle 5060,Río Cuarto,Córdoba,3984,AR
1617,Calle 7709,Mar del Plata,Buenos Aires,2074,AR
1618,Calle 7262,Córdoba,Córdoba,4171,AR
1619,Calle 5034,Rosario,Santa Fe,9690,AR
1620,Calle 9987,La Plata,Buenos Aires,6304,AR
1621,Calle 2815,La Plata,Buenos Aires,6335,AR
1622,Calle 9753,San Rafael,Mendoza,4747,AR
1623,Calle 6076,La Plata,Buenos Aires,6798,AR
1624,Calle 9229,La Plata,Buenos Aires,7620,AR
1625,Calle 2293,Godoy Cruz,Mendoza,4313,AR
1626,Calle 4830,Villa Carlos Paz,Córdoba,8004,AR
1627,Calle 3268,Mar del Plata,Buenos Aires,5488,AR
1628,Calle 5333,CABA,Buenos Aires,1753,AR
1629,Calle 7980,Río Cuarto,Córdoba,1971,AR
1630,Calle 4523,La Plata,Buenos Aires,5656,AR
1631,Calle 1213,Mar del Plata,Buenos Aires,3486,AR
1632,Calle 3277,Río Cuarto,Córdoba,5017,AR
1633,Calle 4272,Río Cuarto,Córdoba,1358,AR
1634,Calle 5144,Rosario,Santa Fe,4016,AR
1635,Calle 5935,La Plata,Buenos Aires,5183,AR
1636,Calle 6731,Mar del Plata,Buenos Aires,1786,AR
1637,Calle 6120,Mar del Plata,Buenos Aires,1525,AR
1638,Calle 8828,Santa Fe,Santa Fe,2099,AR
1639,Calle 1841,Río Cuarto,Córdoba,8675,AR
1640,Calle 7061,Rafaela,Santa Fe,3493,AR
1641,Calle 9425,Mar del Plata,Buenos Aires,1351,AR
1642,Calle 6389,Córdoba,Córdoba,6281,AR
1643,Calle 9575,CABA,Buenos Aires,4282,AR
1644,Calle 9452,Rafaela,Santa Fe,4377,AR
1645,Calle 8740,CABA,Buenos Aires,9848,AR
1646,Calle 5167,Godoy Cruz,Mendoza,4304,AR
1647,Calle 3818,La Plata,Buenos Aires,3249,AR
1648,Calle 417,La Plata,Buenos Aires,7232,AR
1649,Calle 3255,La Plata,Buenos Aires,2521,AR
1650,Calle 8463,Mar del Plata,Buenos Aires,2971,AR
1651,Calle 5192,Villa Carlos Paz,Córdoba,2487,AR
1652,Calle 8336,La Plata,Buenos Aires,1118,AR
1653,Calle 1640,Santa Fe,Santa Fe,2069,AR
1654,Calle 4927,San Rafael,Mendoza,7384,AR
1655,Calle 5297,La Plata,Buenos Aires,3905,AR
1656,Calle 2552,Mar del Plata,Buenos Aires,1638,AR
1657,Calle 4802,Córdoba,Córdoba,3580,AR
1658,Calle 2481,Mar del Plata,Buenos Aires,6981,AR
1659,Calle 8152,Rosario,Santa Fe,7114,AR
1660,Calle 424,Córdoba,Córdoba,1560,AR
1661,Calle 8839,Mendoza,Mendoza,3591,AR
1662,Calle 1510,CABA,Buenos Aires,8793,AR
1663,Calle 7216,San Rafael,Mendoza,6102,AR
1664,Calle 2101,La Plata,Buenos Aires,2579,AR
1665,Calle 3216,Mar del Plata,Buenos Aires,3336,AR
1666,Calle 1554,Río Cuarto,Córdoba,2724,AR
1667,Calle 4934,CABA,Buenos Aires,9518,AR
1668,Calle 2158,Villa Carlos Paz,Córdoba,3379,AR
1669,Calle 787,Villa Carlos Paz,Córdoba,3342,AR
1670,Calle 2653,Rosario,Santa Fe,8877,AR
1671,Calle 9457,Rosario,Santa Fe,8425,AR
1672,Calle 4577,CABA,Buenos Aires,6525,AR
1673,Calle 8994,La Plata,Buenos Aires,6609,AR
1674,Calle 6989,La Plata,Buenos Aires,2549,AR
1675,Calle 1971,Mendoza,Mendoza,3069,AR
1676,Calle 9066,La Plata,Buenos Aires,7513,AR
1677,Calle 3635,Mar del Plata,Buenos Aires,9611,AR
1678,Calle 8603,Río Cuarto,Córdoba,9838,AR
1679,Calle 2733,Río Cuarto,Córdoba,3713,AR
1680,Calle 2492,Rafaela,Santa Fe,4312,AR
1681,Calle 4858,La Plata,Buenos Aires,8807,AR
1682,Calle 4916,Mar del Plata,Buenos Aires,6105,AR
1683,Calle 9732,San Rafael,Mendoza,3298,AR
1684,Calle 3973,CABA,Buenos Aires,7406,AR
1685,Calle 1156,La Plata,Buenos Aires,7577,AR
1686,Calle 2488,Río Cuarto,Córdoba,5513,AR
1687,Calle 8530,CABA,Buenos Aires,8718,AR
1688,Calle 2046,Villa Carlos Paz,Córdoba,3517,AR
1689,Calle 5594,Rafaela,Santa Fe,5185,AR
1690,Calle 9585,Villa Carlos Paz,Córdoba,5769,AR
1691,Calle 9885,CABA,Buenos Aires,9102,AR
1692,Calle 1724,Mar del Plata,Buenos Aires,5123,AR
1693,Calle 4117,Mar del Plata,Buenos Aires,2656,AR
1694,Calle 3628,La Plata,Buenos Aires,2703,AR
1695,Calle 6158,Río Cuarto,Córdoba,1689,AR
1696,Calle 1616,Río Cuarto,Córdoba,4909,AR
1697,Calle 9893,Río Cuarto,Córdoba,6690,AR
1698,Calle 8565,Rafaela,Santa Fe,1420,AR
1699,Calle 5390,Córdoba,Córdoba,1464,AR
1700,Calle 5876,Santa Fe,Santa Fe,5074,AR
1701,Calle 5317,CABA,Buenos Aires,3631,AR
1702,Calle 5274,Río Cuarto,Córdoba,3818,AR
1703,Calle 5764,Santa Fe,Santa Fe,6186,AR
1704,Calle 1482,Mar del Plata,Buenos Aires,9146,AR
1705,Calle 4337,Rosario,Santa Fe,6521,AR
1706,Calle 2762,Rosario,Santa Fe,4109,AR
1707,Calle 9183,San Rafael,Mendoza,7520,AR
1708,Calle 9798,CABA,Buenos Aires,3388,AR
1709,Calle 2180,La Plata,Buenos Aires,2346,AR
1710,Calle 669,Godoy Cruz,Mendoza,5485,AR
1711,Calle 3588,Mar del Plata,Buenos Aires,4538,AR
1712,Calle 341,CABA,Buenos Aires,7791,AR
1713,Calle 3150,Río Cuarto,Córdoba,7342,AR
1714,Calle 4319,Villa Carlos Paz,Córdoba,4845,AR
1715,Calle 2204,CABA,Buenos Aires,9819,AR
1716,Calle 7795,Mar del Plata,Buenos Aires,4732,AR
1717,Calle 9078,Río Cuarto,Córdoba,1871,AR
1718,Calle 9684,Villa Carlos Paz,Córdoba,1362,AR
1719,Calle 943,Mar del Plata,Buenos Aires,2044,AR
1720,Calle 4524,Mar del Plata,Buenos Aires,9041,AR
1721,Calle 6493,Córdoba,Córdoba,6076,AR
1722,Calle 5416,Villa Carlos Paz,Córdoba,3363,AR
1723,Calle 5153,San Rafael,Mendoza,6871,AR
1724,Calle 1043,Rosario,Santa Fe,4188,AR
1725,Calle 2970,Mendoza,Mendoza,2957,AR
1726,Calle 9405,La Plata,Buenos Aires,7677,AR
1727,Calle 5625,Córdoba,Córdoba,6818,AR
1728,Calle 8187,Villa Carlos Paz,Córdoba,7576,AR
1729,Calle 1337,Mar del Plata,Buenos Aires,9583,AR
1730,Calle 998,Mar del Plata,Buenos Aires,2564,AR
1731,Calle 207,Mar del Plata,Buenos Aires,6017,AR
1732,Calle 9231,Rafaela,Santa Fe,4088,AR
1733,Calle 5657,CABA,Buenos Aires,7130,AR
1734,Calle 2909,Rafaela,Santa Fe,1497,AR
1735,Calle 5107,Mendoza,Mendoza,3955,AR
1736,Calle 8154,CABA,Buenos Aires,6527,AR
1737,Calle 6371,San Rafael,Mendoza,6543,AR
1738,Calle 8041,CABA,Buenos Aires,6870,AR
1739,Calle 9686,Godoy Cruz,Mendoza,6251,AR
1740,Calle 8716,Río Cuarto,Córdoba,5629,AR
1741,Calle 4800,CABA,Buenos Aires,8129,AR
1742,Calle 8049,CABA,Buenos Aires,7370,AR
1743,Calle 904,La Plata,Buenos Aires,2461,AR
1744,Calle 9360,Rafaela,Santa Fe,1785,AR
1745,Calle 6307,La Plata,Buenos Aires,8107,AR
1746,Calle 8336,CABA,Buenos Aires,4514,AR
1747,Calle 3631,CABA,Buenos Aires,4335,AR
1748,Calle 256,Mar del Plata,Buenos Aires,2905,AR
1749,Calle 5420,CABA,Buenos Aires,7091,AR
1750,Calle 9810,CABA,Buenos Aires,7927,AR
1751,Calle 4467,Mar del Plata,Buenos Aires,7813,AR
1752,Calle 7999,CABA,Buenos Aires,7479,AR
1753,Calle 2112,Villa Carlos Paz,Córdoba,2155,AR
1754,Calle 1090,La Plata,Buenos Aires,3742,AR
1755,Calle 6525,San Rafael,Mendoza,5664,AR
1756,Calle 6471,CABA,Buenos Aires,4289,AR
1757,Calle 7684,CABA,Buenos Aires,4746,AR
1758,Calle 1370,Rosario,Santa Fe,8142,AR
1759,Calle 7243,CABA,Buenos Aires,4447,AR
1760,Calle 2503,CABA,Buenos Aires,6736,AR
1761,Calle 925,Mar del Plata,Buenos Aires,5780,AR
1762,Calle 3185,CABA,Buenos Aires,1414,AR
1763,Calle 9858,CABA,Buenos Aires,3348,AR
1764,Calle 1825,Mendoza,Mendoza,9487,AR
1765,Calle 2784,Mar del Plata,Buenos Aires,1629,AR
1766,Calle 3829,San Rafael,Mendoza,1957,AR
1767,Calle 3679,Rosario,Santa Fe,1324,AR
1768,Calle 6326,San Rafael,Mendoza,8367,AR
1769,Calle 4097,Río Cuarto,Córdoba,8850,AR
1770,Calle 3668,La Plata,Buenos Aires,7364,AR
1771,Calle 344,Santa Fe,Santa Fe,1697,AR
1772,Calle 3719,Mar del Plata,Buenos Aires,4409,AR
1773,Calle 7547,La Plata,Buenos Aires,7364,AR
1774,Calle 6536,La Plata,Buenos Aires,5030,AR
1775,Calle 3189,Río Cuarto,Córdoba,8591,AR
1776,Calle 6141,Santa Fe,Santa Fe,7436,AR
1777,Calle 7411,Mar del Plata,Buenos Aires,1833,AR
1778,Calle 2568,Mar del Plata,Buenos Aires,3954,AR
1779,Calle 6324,CABA,Buenos Aires,5478,AR
1780,Calle 6585,Rafaela,Santa Fe,7738,AR
1781,Calle 2140,Mar del Plata,Buenos Aires,2590,AR
1782,Calle 865,CABA,Buenos Aires,6844,AR
1783,Calle 5040,Córdoba,Córdoba,8317,AR
1784,Calle 4748,CABA,Buenos Aires,3490,AR
1785,Calle 6713,Mar del Plata,Buenos Aires,5607,AR
1786,Calle 2403,San Rafael,Mendoza,3221,AR
1787,Calle 2793,La Plata,Buenos Aires,8224,AR
1788,Calle 8058,CABA,Buenos Aires,6566,AR
1789,Calle 2904,Rosario,Santa Fe,7449,AR
1790,Calle 3230,Mar del Plata,Buenos Aires,2361,AR
1791,Calle 262,Villa Carlos Paz,Córdoba,3769,AR
1792,Calle 8412,Rosario,Santa Fe,9021,AR
1793,Calle 3913,Mendoza,Mendoza,8355,AR
1794,Calle 7506,La Plata,Buenos Aires,1514,AR
1795,Calle 175,Rafaela,Santa Fe,5959,AR
1796,Calle 6227,La Plata,Buenos Aires,7146,AR
1797,Calle 6956,Mar del Plata,Buenos Aires,3168,AR
1798,Calle 3161,Río Cuarto,Córdoba,2364,AR
1799,Calle 5221,Mendoza,Mendoza,3105,AR
1800,Calle 6118,CABA,Buenos Aires,2431,AR
1801,Calle 5590,CABA,Buenos Aires,8549,AR
1802,Calle 1999,Rosario,Santa Fe,4268,AR
1803,Calle 1501,Mar del Plata,Buenos Aires,4444,AR
1804,Calle 5250,Villa Carlos Paz,Córdoba,8799,AR
1805,Calle 9920,Villa Carlos Paz,Córdoba,5719,AR
1806,Calle 104,Mar del Plata,Buenos Aires,5313,AR
1807,Calle 3103,Rafaela,Santa Fe,4083,AR
1808,Calle 2662,Rosario,Santa Fe,7754,AR
1809,Calle 6989,Córdoba,Córdoba,9692,AR
1810,Calle 4124,Río Cuarto,Córdoba,2009,AR
1811,Calle 990,Mar del Plata,Buenos Aires,8306,AR
1812,Calle 1446,San Rafael,Mendoza,2079,AR
1813,Calle 7386,Villa Carlos Paz,Córdoba,7069,AR
1814,Calle 5136,La Plata,Buenos Aires,4737,AR
1815,Calle 6714,La Plata,Buenos Aires,7606,AR
1816,Calle 7409,Santa Fe,Santa Fe,7874,AR
1817,Calle 6250,Santa Fe,Santa Fe,6991,AR
1818,Calle 2831,Mar del Plata,Buenos Aires,4555,AR
1819,Calle 2456,La Plata,Buenos Aires,1355,AR
1820,Calle 9001,La Plata,Buenos Aires,8971,AR
1821,Calle 7985,CABA,Buenos Aires,2736,AR
1822,Calle 7811,San Rafael,Mendoza,4852,AR
1823,Calle 6822,Mendoza,Mendoza,3598,AR
1824,Calle 7029,Río Cuarto,Córdoba,9677,AR
1825,Calle 2100,La Plata,Buenos Aires,2034,AR
1826,Calle 4033,La Plata,Buenos Aires,6120,AR
1827,Calle 5583,Rafaela,Santa Fe,3082,AR
1828,Calle 3751,Rafaela,Santa Fe,5081,AR
1829,Calle 5136,Córdoba,Córdoba,3430,AR
1830,Calle 7581,La Plata,Buenos Aires,2096,AR
1831,Calle 4526,CABA,Buenos Aires,1967,AR
1832,Calle 51,Mar del Plata,Buenos Aires,3394,AR
1833,Calle 5148,Godoy Cruz,Mendoza,4083,AR
1834,Calle 3194,CABA,Buenos Aires,5066,AR
1835,Calle 4886,CABA,Buenos Aires,5851,AR
1836,Calle 6905,Mar del Plata,Buenos Aires,3418,AR
1837,Calle 2572,Río Cuarto,Córdoba,2765,AR
1838,Calle 9938,CABA,Buenos Aires,3105,AR
1839,Calle 859,Mendoza,Mendoza,7042,AR
1840,Calle 6145,Mar del Plata,Buenos Aires,6306,AR
1841,Calle 566,Mar del Plata,Buenos Aires,1645,AR
1842,Calle 2161,Mar del Plata,Buenos Aires,3292,AR
1843,Calle 3851,CABA,Buenos Aires,6540,AR
1844,Calle 8069,CABA,Buenos Aires,9596,AR
1845,Calle 2540,Villa Carlos Paz,Córdoba,8348,AR
1846,Calle 3726,La Plata,Buenos Aires,1859,AR
1847,Calle 3589,CABA,Buenos Aires,9201,AR
1848,Calle 6485,Mar del Plata,Buenos Aires,9064,AR
1849,Calle 6799,Río Cuarto,Córdoba,4278,AR
1850,Calle 8053,Mar del Plata,Buenos Aires,7031,AR
1851,Calle 6508,Rosario,Santa Fe,5610,AR
1852,Calle 6364,Río Cuarto,Córdoba,6480,AR
1853,Calle 6433,La Plata,Buenos Aires,8399,AR
1854,Calle 8386,Mar del Plata,Buenos Aires,2846,AR
1855,Calle 3369,CABA,Buenos Aires,4511,AR
1856,Calle 3766,CABA,Buenos Aires,9373,AR
1857,Calle 2965,CABA,Buenos Aires,7366,AR
1858,Calle 9861,La Plata,Buenos Aires,5675,AR
1859,Calle 5,CABA,Buenos Aires,1183,AR
1860,Calle 7292,Godoy Cruz,Mendoza,2593,AR
1861,Calle 3126,Mar del Plata,Buenos Aires,2246,AR
1862,Calle 4874,CABA,Buenos Aires,3323,AR
1863,Calle 1972,CABA,Buenos Aires,8807,AR
1864,Calle 3848,CABA,Buenos Aires,5424,AR
1865,Calle 1037,Villa Carlos Paz,Córdoba,4530,AR
1866,Calle 490,La Plata,Buenos Aires,8630,AR
1867,Calle 9450,CABA,Buenos Aires,5601,AR
1868,Calle 4380,Córdoba,Córdoba,4081,AR
1869,Calle 723,Córdoba,Córdoba,4793,AR
1870,Calle 9799,CABA,Buenos Aires,9922,AR
1871,Calle 9028,La Plata,Buenos Aires,6681,AR
1872,Calle 6097,La Plata,Buenos Aires,3418,AR
1873,Calle 5904,Villa Carlos Paz,Córdoba,3255,AR
1874,Calle 7645,San Rafael,Mendoza,1700,AR
1875,Calle 2377,Mar del Plata,Buenos Aires,3285,AR
1876,Calle 1340,Santa Fe,Santa Fe,9512,AR
1877,Calle 9019,Villa Carlos Paz,Córdoba,6486,AR
1878,Calle 6117,Mar del Plata,Buenos Aires,4589,AR
1879,Calle 1744,Río Cuarto,Córdoba,3551,AR
1880,Calle 1767,Río Cuarto,Córdoba,6022,AR
1881,Calle 3429,Santa Fe,Santa Fe,4129,AR
1882,Calle 1984,La Plata,Buenos Aires,2098,AR
1883,Calle 6913,CABA,Buenos Aires,1173,AR
1884,Calle 3416,La Plata,Buenos Aires,1686,AR
1885,Calle 5237,Godoy Cruz,Mendoza,8759,AR
1886,Calle 6926,Rosario,Santa Fe,9033,AR
1887,Calle 1423,La Plata,Buenos Aires,2359,AR
1888,Calle 1541,Río Cuarto,Córdoba,4954,AR
1889,Calle 9055,La Plata,Buenos Aires,7727,AR
1890,Calle 9723,CABA,Buenos Aires,2132,AR
1891,Calle 9258,La Plata,Buenos Aires,5148,AR
1892,Calle 2850,Villa Carlos Paz,Córdoba,1652,AR
1893,Calle 1797,Villa Carlos Paz,Córdoba,4262,AR
1894,Calle 6346,CABA,Buenos Aires,7172,AR
1895,Calle 5572,CABA,Buenos Aires,4747,AR
1896,Calle 1664,Rosario,Santa Fe,1387,AR
1897,Calle 7045,Mar del Plata,Buenos Aires,9904,AR
1898,Calle 4570,CABA,Buenos Aires,2096,AR
1899,Calle 5860,Mar del Plata,Buenos Aires,3253,AR
1900,Calle 9346,CABA,Buenos Aires,8308,AR
1901,Calle 7830,La Plata,Buenos Aires,7770,AR
1902,Calle 3317,Córdoba,Córdoba,7401,AR
1903,Calle 200,Mar del Plata,Buenos Aires,9692,AR
1904,Calle 5236,CABA,Buenos Aires,4091,AR
1905,Calle 1623,CABA,Buenos Aires,3393,AR
1906,Calle 1115,Rosario,Santa Fe,3698,AR
1907,Calle 5927,Villa Carlos Paz,Córdoba,1977,AR
1908,Calle 6466,La Plata,Buenos Aires,7402,AR
1909,Calle 2087,Córdoba,Córdoba,3576,AR
1910,Calle 8146,Villa Carlos Paz,Córdoba,7837,AR
1911,Calle 2385,Río Cuarto,Córdoba,5544,AR
1912,Calle 5595,Mar del Plata,Buenos Aires,6048,AR
1913,Calle 9660,La Plata,Buenos Aires,8689,AR
1914,Calle 5611,La Plata,Buenos Aires,5122,AR
1915,Calle 9740,Godoy Cruz,Mendoza,6311,AR
1916,Calle 5020,Villa Carlos Paz,Córdoba,5563,AR
1917,Calle 3086,Río Cuarto,Córdoba,4112,AR
1918,Calle 5262,Río Cuarto,Córdoba,2920,AR
1919,Calle 9800,Córdoba,Córdoba,9142,AR
1920,Calle 4436,La Plata,Buenos Aires,3397,AR
1921,Calle 2039,Villa Carlos Paz,Córdoba,1053,AR
1922,Calle 8111,La Plata,Buenos Aires,9374,AR
1923,Calle 7008,CABA,Buenos Aires,8804,AR
1924,Calle 2290,CABA,Buenos Aires,1892,AR
1925,Calle 1761,Santa Fe,Santa Fe,3087,AR
1926,Calle 6935,San Rafael,Mendoza,1161,AR
1927,Calle 4542,Mar del Plata,Buenos Aires,4776,AR
1928,Calle 4371,Río Cuarto,Córdoba,3485,AR
1929,Calle 3603,Villa Carlos Paz,Córdoba,9875,AR
1930,Calle 9360,Mendoza,Mendoza,8966,AR
1931,Calle 3621,La Plata,Buenos Aires,3843,AR
1932,Calle 3913,CABA,Buenos Aires,7335,AR
1933,Calle 1344,CABA,Buenos Aires,8250,AR
1934,Calle 6229,Villa Carlos Paz,Córdoba,4360,AR
1935,Calle 5609,Mar del Plata,Buenos Aires,9315,AR
1936,Calle 3367,Rafaela,Santa Fe,7187,AR
1937,Calle 3571,Rosario,Santa Fe,5491,AR
1938,Calle 6217,Córdoba,Córdoba,4998,AR
