shipment_id,order_id,customer_key,time_key,carrier,shipped_at,delivered_at
9000001455,1000001455,1329,567.0,Correo Argentino,2025-07-20 00:45:49,2025-07-25 00:45:49
9000001456,1000001456,458,20.0,PICKUP,2024-01-20 07:48:47,2024-01-21 07:48:47
9000001457,1000001457,711,83.0,Correo Argentino,2024-03-23 11:41:00,2024-03-28 11:41:00
9000001458,1000001458,1169,43.0,Correo Argentino,2024-02-12 18:19:58,2024-02-17 18:19:58
9000001459,1000001459,1185,165.0,Correo Argentino,2024-06-13 05:35:48,2024-06-15 05:35:48
9000001460,1000001460,1042,,PICKUP,,
9000001461,1000001461,941,48.0,PICKUP,2024-02-17 02:41:41,2024-02-18 02:41:41
9000001462,1000001462,963,191.0,PICKUP,2024-07-09 23:05:19,2024-07-10 23:05:19
9000001463,1000001463,642,405.0,Correo Argentino,2025-02-08 12:03:58,2025-02-10 12:03:58
9000001464,1000001464,948,105.0,PICKUP,2024-04-14 11:37:35,2024-04-15 11:37:35
9000001465,1000001465,1356,132.0,Correo Argentino,2024-05-11 22:08:06,2024-05-13 22:08:06
9000001466,1000001466,708,,Correo Argentino,,
9000001467,1000001467,841,47.0,PICKUP,2024-02-16 21:32:27,2024-02-17 21:32:27
9000001468,1000001468,1325,592.0,PICKUP,2025-08-14 18:02:00,2025-08-15 18:02:00
9000001469,1000001469,703,5.0,Correo Argentino,2024-01-05 16:56:23,2024-01-09 16:56:23
9000001470,1000001470,748,274.0,Correo Argentino,2024-09-30 05:02:35,2024-10-06 05:02:35
9000001471,1000001471,1219,124.0,PICKUP,2024-05-03 03:38:02,2024-05-04 03:38:02
9000001472,1000001472,1358,83.0,PICKUP,2024-03-23 06:29:00,2024-03-24 06:29:00
9000001473,1000001473,395,199.0,Correo Argentino,2024-07-17 08:37:44,2024-07-20 08:37:44
9000001474,1000001474,536,334.0,Correo Argentino,2024-11-29 10:44:18,2024-12-02 10:44:18
9000001475,1000001475,31,531.0,PICKUP,2025-06-14 03:48:17,2025-06-15 03:48:17
9000001476,1000001476,1414,2.0,Correo Argentino,2024-01-02 22:29:03,2024-01-04 22:29:03
9000001477,1000001477,963,83.0,Correo Argentino,2024-03-23 13:01:01,2024-03-27 13:01:01
9000001478,1000001478,780,583.0,Correo Argentino,2025-08-05 17:52:18,2025-08-08 17:52:18
9000001479,1000001479,489,,Correo Argentino,,
9000001480,1000001480,42,476.0,PICKUP,2025-04-20 16:40:10,2025-04-21 16:40:10
9000001481,1000001481,228,102.0,PICKUP,2024-04-11 14:10:06,2024-04-12 14:10:06
9000001482,1000001482,670,411.0,Correo Argentino,2025-02-14 06:22:40,2025-02-16 06:22:40
9000001483,1000001483,652,204.0,PICKUP,2024-07-22 07:16:41,2024-07-23 07:16:41
9000001484,1000001484,308,258.0,PICKUP,2024-09-14 11:27:12,2024-09-15 11:27:12
9000001485,1000001485,1094,364.0,Correo Argentino,2024-12-29 14:53:05,2025-01-02 14:53:05
9000001486,1000001486,76,191.0,PICKUP,2024-07-09 03:57:08,2024-07-10 03:57:08
9000001487,1000001487,1435,230.0,Correo Argentino,2024-08-17 04:47:21,2024-08-22 04:47:21
9000001488,1000001488,703,278.0,Correo Argentino,2024-10-04 08:49:49,2024-10-07 08:49:49
9000001489,1000001489,792,577.0,PICKUP,2025-07-30 02:14:01,2025-07-31 02:14:01
9000001490,1000001490,332,139.0,Correo Argentino,2024-05-18 01:06:47,2024-05-23 01:06:47
9000001491,1000001491,69,397.0,Correo Argentino,2025-01-31 21:09:03,2025-02-02 21:09:03
9000001492,1000001492,311,183.0,PICKUP,2024-07-01 13:29:31,2024-07-02 13:29:31
9000001493,1000001493,724,507.0,Correo Argentino,2025-05-21 00:05:59,2025-05-23 00:05:59
9000001494,1000001494,1238,565.0,Correo Argentino,2025-07-18 06:41:02,2025-07-22 06:41:02
9000001495,1000001495,488,83.0,PICKUP,2024-03-23 14:42:28,2024-03-24 14:42:28
9000001496,1000001496,1435,311.0,PICKUP,2024-11-06 03:09:21,2024-11-07 03:09:21
9000001497,1000001497,612,486.0,PICKUP,2025-04-30 06:34:05,2025-05-01 06:34:05
9000001498,1000001498,1116,53.0,PICKUP,2024-02-22 05:30:47,2024-02-23 05:30:47
9000001499,1000001499,1496,236.0,Correo Argentino,2024-08-23 17:07:58,2024-08-25 17:07:58
9000001500,1000001500,559,27.0,PICKUP,2024-01-27 19:27:13,2024-01-28 19:27:13
9000001501,1000001501,745,366.0,PICKUP,2024-12-31 04:28:59,2025-01-01 04:28:59
9000001502,1000001502,790,346.0,Correo Argentino,2024-12-11 18:12:56,2024-12-15 18:12:56
9000001503,1000001503,67,101.0,PICKUP,2024-04-10 07:45:23,2024-04-11 07:45:23
9000001504,1000001504,1029,422.0,Correo Argentino,2025-02-25 21:30:55,2025-02-27 21:30:55
9000001505,1000001505,1360,599.0,PICKUP,2025-08-21 18:57:51,2025-08-22 18:57:51
9000001506,1000001506,1366,541.0,Correo Argentino,2025-06-24 05:37:27,2025-06-29 05:37:27
9000001507,1000001507,404,,Correo Argentino,,
9000001508,1000001508,102,350.0,PICKUP,2024-12-15 20:56:25,2024-12-16 20:56:25
9000001509,1000001509,1386,,Correo Argentino,2025-10-01 15:18:09,2025-10-06 15:18:09
9000001510,1000001510,1026,132.0,Correo Argentino,2024-05-11 00:16:54,2024-05-14 00:16:54
9000001511,1000001511,185,213.0,Correo Argentino,2024-07-31 13:22:23,2024-08-02 13:22:23
9000001512,1000001512,875,88.0,Correo Argentino,2024-03-28 09:03:02,2024-04-01 09:03:02
9000001513,1000001513,1054,518.0,PICKUP,2025-06-01 23:36:43,2025-06-02 23:36:43
9000001514,1000001514,351,578.0,Correo Argentino,2025-07-31 19:11:25,2025-08-03 19:11:25
9000001515,1000001515,1162,610.0,Correo Argentino,2025-09-01 03:18:32,2025-09-06 03:18:32
9000001516,1000001516,1237,367.0,Correo Argentino,2025-01-01 05:40:36,2025-01-03 05:40:36
9000001517,1000001517,633,614.0,PICKUP,2025-09-05 14:41:51,2025-09-06 14:41:51
9000001518,1000001518,405,251.0,Correo Argentino,2024-09-07 18:11:06,2024-09-11 18:11:06
9000001519,1000001519,244,332.0,Correo Argentino,2024-11-27 19:33:05,2024-12-01 19:33:05
9000001520,1000001520,1048,522.0,PICKUP,2025-06-05 04:34:34,2025-06-06 04:34:34
9000001521,1000001521,324,158.0,PICKUP,2024-06-06 04:39:50,2024-06-07 04:39:50
9000001522,1000001522,179,326.0,Correo Argentino,2024-11-21 13:32:47,2024-11-26 13:32:47
9000001523,1000001523,518,357.0,PICKUP,2024-12-22 02:10:09,2024-12-23 02:10:09
9000001524,1000001524,222,473.0,Correo Argentino,2025-04-17 09:56:03,2025-04-20 09:56:03
9000001525,1000001525,1301,437.0,Correo Argentino,2025-03-12 21:06:34,2025-03-14 21:06:34
9000001526,1000001526,884,187.0,Correo Argentino,2024-07-05 11:51:09,2024-07-09 11:51:09
9000001527,1000001527,865,219.0,PICKUP,2024-08-06 05:42:46,2024-08-07 05:42:46
9000001528,1000001528,576,2.0,Correo Argentino,2024-01-02 12:54:18,2024-01-07 12:54:18
9000001529,1000001529,642,245.0,PICKUP,2024-09-01 02:45:46,2024-09-02 02:45:46
9000001530,1000001530,1318,,Correo Argentino,,
9000001531,1000001531,1392,464.0,Correo Argentino,2025-04-08 19:51:16,2025-04-11 19:51:16
9000001532,1000001532,22,88.0,PICKUP,2024-03-28 11:55:24,2024-03-29 11:55:24
9000001533,1000001533,1086,505.0,PICKUP,2025-05-19 11:46:01,2025-05-20 11:46:01
9000001534,1000001534,995,316.0,Correo Argentino,2024-11-11 22:20:47,2024-11-16 22:20:47
9000001535,1000001535,1362,318.0,Correo Argentino,2024-11-13 04:26:04,2024-11-18 04:26:04
9000001536,1000001536,1176,101.0,PICKUP,2024-04-10 20:56:37,2024-04-11 20:56:37
9000001537,1000001537,991,239.0,PICKUP,2024-08-26 15:23:50,2024-08-27 15:23:50
9000001538,1000001538,461,92.0,PICKUP,2024-04-01 12:25:13,2024-04-02 12:25:13
9000001539,1000001539,656,413.0,PICKUP,2025-02-16 11:52:57,2025-02-17 11:52:57
9000001540,1000001540,1327,99.0,Correo Argentino,2024-04-08 15:06:37,2024-04-11 15:06:37
9000001541,1000001541,974,151.0,PICKUP,2024-05-30 03:21:47,2024-05-31 03:21:47
9000001542,1000001542,305,427.0,Correo Argentino,2025-03-02 13:14:31,2025-03-07 13:14:31
9000001543,1000001543,858,550.0,Correo Argentino,2025-07-03 08:17:52,2025-07-06 08:17:52
9000001544,1000001544,1078,534.0,Correo Argentino,2025-06-17 18:24:00,2025-06-21 18:24:00
9000001545,1000001545,1382,164.0,Correo Argentino,2024-06-12 00:55:07,2024-06-14 00:55:07
9000001546,1000001546,739,9.0,PICKUP,2024-01-09 07:11:19,2024-01-10 07:11:19
9000001547,1000001547,878,533.0,Correo Argentino,2025-06-16 13:59:50,2025-06-18 13:59:50
9000001548,1000001548,863,466.0,Correo Argentino,2025-04-10 11:50:28,2025-04-12 11:50:28
9000001549,1000001549,504,82.0,PICKUP,2024-03-22 00:15:12,2024-03-23 00:15:12
9000001550,1000001550,810,,Correo Argentino,,
9000001551,1000001551,1339,399.0,Correo Argentino,2025-02-02 20:40:52,2025-02-07 20:40:52
9000001552,1000001552,769,388.0,Correo Argentino,2025-01-22 16:52:44,2025-01-24 16:52:44
9000001553,1000001553,952,234.0,Correo Argentino,2024-08-21 06:49:31,2024-08-24 06:49:31
9000001554,1000001554,389,139.0,Correo Argentino,2024-05-18 21:51:56,2024-05-22 21:51:56
9000001555,1000001555,1039,600.0,Correo Argentino,2025-08-22 19:43:01,2025-08-25 19:43:01
9000001556,1000001556,91,185.0,Correo Argentino,2024-07-03 21:34:13,2024-07-07 21:34:13
9000001557,1000001557,1190,174.0,Correo Argentino,2024-06-22 07:51:55,2024-06-24 07:51:55
9000001558,1000001558,762,574.0,PICKUP,2025-07-27 09:19:27,2025-07-28 09:19:27
9000001559,1000001559,520,84.0,PICKUP,2024-03-24 15:03:18,2024-03-25 15:03:18
9000001560,1000001560,604,472.0,PICKUP,2025-04-16 06:00:03,2025-04-17 06:00:03
9000001561,1000001561,1133,,Correo Argentino,,
9000001562,1000001562,1401,337.0,Correo Argentino,2024-12-02 11:47:16,2024-12-05 11:47:16
9000001563,1000001563,298,136.0,PICKUP,2024-05-15 09:39:25,2024-05-16 09:39:25
9000001564,1000001564,1104,424.0,Correo Argentino,2025-02-27 12:47:01,2025-03-02 12:47:01
9000001565,1000001565,1309,309.0,Correo Argentino,2024-11-04 08:45:49,2024-11-07 08:45:49
9000001566,1000001566,483,499.0,PICKUP,2025-05-13 15:29:44,2025-05-14 15:29:44
9000001567,1000001567,208,173.0,Correo Argentino,2024-06-21 08:40:04,2024-06-25 08:40:04
9000001568,1000001568,1493,619.0,PICKUP,2025-09-10 19:28:28,2025-09-11 19:28:28
9000001569,1000001569,746,142.0,Correo Argentino,2024-05-21 01:53:58,2024-05-26 01:53:58
9000001570,1000001570,1263,406.0,Correo Argentino,2025-02-09 07:37:19,2025-02-11 07:37:19
9000001571,1000001571,878,471.0,Correo Argentino,2025-04-15 03:16:26,2025-04-19 03:16:26
9000001572,1000001572,625,582.0,PICKUP,2025-08-04 18:02:35,2025-08-05 18:02:35
9000001573,1000001573,1236,474.0,Correo Argentino,2025-04-18 12:48:37,2025-04-22 12:48:37
9000001574,1000001574,700,,Correo Argentino,,
9000001575,1000001575,777,466.0,Correo Argentino,2025-04-10 05:22:15,2025-04-14 05:22:15
9000001576,1000001576,1341,44.0,Correo Argentino,2024-02-13 02:56:11,2024-02-18 02:56:11
9000001577,1000001577,1168,296.0,Correo Argentino,2024-10-22 22:18:58,2024-10-26 22:18:58
9000001578,1000001578,715,73.0,PICKUP,2024-03-13 12:26:40,2024-03-14 12:26:40
9000001579,1000001579,26,450.0,PICKUP,2025-03-25 09:14:08,2025-03-26 09:14:08
9000001580,1000001580,1469,,Correo Argentino,,
9000001581,1000001581,783,355.0,Correo Argentino,2024-12-20 19:47:15,2024-12-22 19:47:15
9000001582,1000001582,1323,248.0,PICKUP,2024-09-04 14:17:45,2024-09-05 14:17:45
9000001583,1000001583,8,546.0,PICKUP,2025-06-29 20:57:30,2025-06-30 20:57:30
9000001584,1000001584,336,363.0,PICKUP,2024-12-28 21:53:37,2024-12-29 21:53:37
9000001585,1000001585,386,152.0,Correo Argentino,2024-05-31 13:37:30,2024-06-03 13:37:30
9000001586,1000001586,1375,630.0,PICKUP,2025-09-21 03:11:24,2025-09-22 03:11:24
9000001587,1000001587,162,531.0,Correo Argentino,2025-06-14 21:34:39,2025-06-18 21:34:39
9000001588,1000001588,1203,64.0,PICKUP,2024-03-04 14:38:17,2024-03-05 14:38:17
9000001589,1000001589,835,256.0,Correo Argentino,2024-09-12 14:07:24,2024-09-17 14:07:24
9000001590,1000001590,566,75.0,PICKUP,2024-03-15 20:24:05,2024-03-16 20:24:05
9000001591,1000001591,383,407.0,Correo Argentino,2025-02-10 13:48:12,2025-02-12 13:48:12
9000001592,1000001592,746,165.0,Correo Argentino,2024-06-13 17:11:10,2024-06-17 17:11:10
9000001593,1000001593,383,96.0,PICKUP,2024-04-05 20:46:13,2024-04-06 20:46:13
9000001594,1000001594,1419,634.0,Correo Argentino,2025-09-25 12:11:25,2025-09-28 12:11:25
9000001595,1000001595,1037,326.0,PICKUP,2024-11-21 23:59:34,2024-11-22 23:59:34
9000001596,1000001596,775,25.0,PICKUP,2024-01-25 06:00:54,2024-01-26 06:00:54
9000001597,1000001597,1015,,Correo Argentino,,
9000001598,1000001598,1197,,PICKUP,,
9000001599,1000001599,773,454.0,PICKUP,2025-03-29 07:16:06,2025-03-30 07:16:06
9000001600,1000001600,413,557.0,Correo Argentino,2025-07-10 06:06:19,2025-07-15 06:06:19
9000001601,1000001601,681,605.0,Correo Argentino,2025-08-27 11:05:49,2025-08-30 11:05:49
9000001602,1000001602,1425,524.0,PICKUP,2025-06-07 17:34:36,2025-06-08 17:34:36
9000001603,1000001603,394,591.0,Correo Argentino,2025-08-13 13:10:08,2025-08-15 13:10:08
9000001604,1000001604,942,533.0,PICKUP,2025-06-16 06:15:18,2025-06-17 06:15:18
9000001605,1000001605,1238,521.0,PICKUP,2025-06-04 20:07:41,2025-06-05 20:07:41
9000001606,1000001606,1045,440.0,Correo Argentino,2025-03-15 22:45:51,2025-03-19 22:45:51
9000001607,1000001607,594,505.0,PICKUP,2025-05-19 08:22:29,2025-05-20 08:22:29
9000001608,1000001608,58,505.0,Correo Argentino,2025-05-19 22:01:21,2025-05-23 22:01:21
9000001609,1000001609,1008,392.0,PICKUP,2025-01-26 20:36:54,2025-01-27 20:36:54
9000001610,1000001610,1028,136.0,PICKUP,2024-05-15 07:49:41,2024-05-16 07:49:41
9000001611,1000001611,1024,489.0,PICKUP,2025-05-03 21:26:57,2025-05-04 21:26:57
9000001612,1000001612,426,350.0,Correo Argentino,2024-12-15 06:44:16,2024-12-19 06:44:16
9000001613,1000001613,90,519.0,Correo Argentino,2025-06-02 13:36:48,2025-06-07 13:36:48
9000001614,1000001614,728,622.0,Correo Argentino,2025-09-13 11:34:27,2025-09-15 11:34:27
9000001615,1000001615,294,95.0,Correo Argentino,2024-04-04 06:06:39,2024-04-09 06:06:39
9000001616,1000001616,200,444.0,Correo Argentino,2025-03-19 08:39:15,2025-03-22 08:39:15
9000001617,1000001617,676,62.0,PICKUP,2024-03-02 17:55:13,2024-03-03 17:55:13
9000001618,1000001618,694,425.0,Correo Argentino,2025-02-28 23:43:22,2025-03-05 23:43:22
9000001619,1000001619,800,,PICKUP,,
9000001620,1000001620,1418,498.0,Correo Argentino,2025-05-12 03:49:23,2025-05-14 03:49:23
9000001621,1000001621,245,102.0,Correo Argentino,2024-04-11 21:13:20,2024-04-14 21:13:20
9000001622,1000001622,441,505.0,Correo Argentino,2025-05-19 02:56:07,2025-05-22 02:56:07
9000001623,1000001623,393,438.0,Correo Argentino,2025-03-13 10:37:22,2025-03-16 10:37:22
9000001624,1000001624,1428,628.0,Correo Argentino,2025-09-19 17:05:46,2025-09-21 17:05:46
9000001625,1000001625,852,185.0,Correo Argentino,2024-07-03 20:39:04,2024-07-10 20:39:04
9000001626,1000001626,379,39.0,Correo Argentino,2024-02-08 11:10:07,2024-02-10 11:10:07
9000001627,1000001627,653,263.0,Correo Argentino,2024-09-19 19:52:19,2024-09-23 19:52:19
9000001628,1000001628,230,560.0,Correo Argentino,2025-07-13 20:41:02,2025-07-18 20:41:02
9000001629,1000001629,310,599.0,Correo Argentino,2025-08-21 11:06:47,2025-08-26 11:06:47
9000001630,1000001630,689,,Correo Argentino,,
9000001631,1000001631,715,187.0,PICKUP,2024-07-05 04:14:43,2024-07-06 04:14:43
9000001632,1000001632,520,593.0,Correo Argentino,2025-08-15 06:04:16,2025-08-17 06:04:16
9000001633,1000001633,896,576.0,Correo Argentino,2025-07-29 23:00:52,2025-08-03 23:00:52
9000001634,1000001634,703,562.0,Correo Argentino,2025-07-15 07:08:01,2025-07-19 07:08:01
9000001635,1000001635,1365,323.0,PICKUP,2024-11-18 12:44:05,2024-11-19 12:44:05
9000001636,1000001636,746,363.0,PICKUP,2024-12-28 05:24:55,2024-12-29 05:24:55
9000001637,1000001637,789,439.0,PICKUP,2025-03-14 10:18:19,2025-03-15 10:18:19
9000001638,1000001638,77,550.0,Correo Argentino,2025-07-03 04:45:18,2025-07-05 04:45:18
9000001639,1000001639,953,165.0,Correo Argentino,2024-06-13 05:27:09,2024-06-16 05:27:09
9000001640,1000001640,515,272.0,Correo Argentino,2024-09-28 18:22:10,2024-10-01 18:22:10
9000001641,1000001641,1066,241.0,Correo Argentino,2024-08-28 12:08:33,2024-08-31 12:08:33
9000001642,1000001642,1081,121.0,Correo Argentino,2024-04-30 15:01:23,2024-05-05 15:01:23
9000001643,1000001643,1232,306.0,Correo Argentino,2024-11-01 11:02:12,2024-11-03 11:02:12
9000001644,1000001644,585,196.0,PICKUP,2024-07-14 02:01:16,2024-07-15 02:01:16
9000001645,1000001645,624,451.0,PICKUP,2025-03-26 15:55:13,2025-03-27 15:55:13
9000001646,1000001646,931,77.0,PICKUP,2024-03-17 01:36:25,2024-03-18 01:36:25
9000001647,1000001647,932,205.0,Correo Argentino,2024-07-23 04:23:13,2024-07-27 04:23:13
9000001648,1000001648,930,41.0,Correo Argentino,2024-02-10 19:36:19,2024-02-14 19:36:19
9000001649,1000001649,1114,436.0,PICKUP,2025-03-11 02:07:53,2025-03-12 02:07:53
9000001650,1000001650,746,13.0,Correo Argentino,2024-01-13 12:43:21,2024-01-15 12:43:21
9000001651,1000001651,1306,597.0,Correo Argentino,2025-08-19 13:56:58,2025-08-23 13:56:58
9000001652,1000001652,741,10.0,Correo Argentino,2024-01-10 21:06:57,2024-01-12 21:06:57
9000001653,1000001653,1305,486.0,PICKUP,2025-04-30 16:56:52,2025-05-01 16:56:52
9000001654,1000001654,435,,Correo Argentino,,
9000001655,1000001655,217,364.0,PICKUP,2024-12-29 16:20:50,2024-12-30 16:20:50
9000001656,1000001656,944,513.0,PICKUP,2025-05-27 22:49:48,2025-05-28 22:49:48
9000001657,1000001657,595,338.0,PICKUP,2024-12-03 02:39:43,2024-12-04 02:39:43
9000001658,1000001658,156,9.0,PICKUP,2024-01-09 04:13:18,2024-01-10 04:13:18
9000001659,1000001659,1323,533.0,PICKUP,2025-06-16 00:22:29,2025-06-17 00:22:29
9000001660,1000001660,1345,153.0,Correo Argentino,2024-06-01 19:39:18,2024-06-03 19:39:18
9000001661,1000001661,860,27.0,Correo Argentino,2024-01-27 04:14:34,2024-01-31 04:14:34
9000001662,1000001662,136,205.0,PICKUP,2024-07-23 04:17:27,2024-07-24 04:17:27
9000001663,1000001663,1460,277.0,PICKUP,2024-10-03 09:04:49,2024-10-04 09:04:49
9000001664,1000001664,23,321.0,Correo Argentino,2024-11-16 10:13:26,2024-11-20 10:13:26
9000001665,1000001665,258,99.0,Correo Argentino,2024-04-08 17:18:22,2024-04-10 17:18:22
9000001666,1000001666,1343,47.0,PICKUP,2024-02-16 19:59:46,2024-02-17 19:59:46
9000001667,1000001667,311,104.0,Correo Argentino,2024-04-13 10:27:35,2024-04-19 10:27:35
9000001668,1000001668,662,276.0,Correo Argentino,2024-10-02 12:01:24,2024-10-04 12:01:24
9000001669,1000001669,538,135.0,PICKUP,2024-05-14 21:12:03,2024-05-15 21:12:03
9000001670,1000001670,1212,285.0,Correo Argentino,2024-10-11 23:06:01,2024-10-16 23:06:01
9000001671,1000001671,282,,PICKUP,,
9000001672,1000001672,1248,45.0,Correo Argentino,2024-02-14 02:58:13,2024-02-19 02:58:13
9000001673,1000001673,294,310.0,PICKUP,2024-11-05 06:58:50,2024-11-06 06:58:50
9000001674,1000001674,1148,87.0,Correo Argentino,2024-03-27 12:16:55,2024-03-29 12:16:55
9000001675,1000001675,475,437.0,Correo Argentino,2025-03-12 17:38:24,2025-03-14 17:38:24
9000001676,1000001676,1492,609.0,Correo Argentino,2025-08-31 13:40:28,2025-09-03 13:40:28
9000001677,1000001677,1004,320.0,Correo Argentino,2024-11-15 04:45:24,2024-11-19 04:45:24
9000001678,1000001678,427,508.0,Correo Argentino,2025-05-22 05:59:44,2025-05-27 05:59:44
9000001679,1000001679,1490,396.0,Correo Argentino,2025-01-30 08:47:55,2025-02-04 08:47:55
9000001680,1000001680,1403,330.0,Correo Argentino,2024-11-25 16:23:26,2024-11-29 16:23:26
9000001681,1000001681,142,104.0,Correo Argentino,2024-04-13 00:53:55,2024-04-20 00:53:55
9000001682,1000001682,890,564.0,PICKUP,2025-07-17 23:56:29,2025-07-18 23:56:29
9000001683,1000001683,1265,354.0,Correo Argentino,2024-12-19 03:41:49,2024-12-24 03:41:49
9000001684,1000001684,612,64.0,Correo Argentino,2024-03-04 01:57:31,2024-03-08 01:57:31
9000001685,1000001685,166,,Correo Argentino,,
9000001686,1000001686,330,153.0,PICKUP,2024-06-01 16:06:43,2024-06-02 16:06:43
9000001687,1000001687,1467,176.0,PICKUP,2024-06-24 19:39:35,2024-06-25 19:39:35
9000001688,1000001688,899,407.0,Correo Argentino,2025-02-10 15:46:17,2025-02-15 15:46:17
9000001689,1000001689,728,259.0,Correo Argentino,2024-09-15 23:30:32,2024-09-19 23:30:32
9000001690,1000001690,1097,147.0,PICKUP,2024-05-26 23:09:01,2024-05-27 23:09:01
9000001691,1000001691,1003,424.0,Correo Argentino,2025-02-27 01:59:19,2025-03-04 01:59:19
9000001692,1000001692,1147,197.0,PICKUP,2024-07-15 08:20:10,2024-07-16 08:20:10
9000001693,1000001693,747,249.0,PICKUP,2024-09-05 19:53:47,2024-09-06 19:53:47
9000001694,1000001694,956,375.0,PICKUP,2025-01-09 20:46:07,2025-01-10 20:46:07
9000001695,1000001695,379,29.0,PICKUP,2024-01-29 04:59:53,2024-01-30 04:59:53
9000001696,1000001696,115,350.0,Correo Argentino,2024-12-15 02:57:08,2024-12-20 02:57:08
9000001697,1000001697,293,439.0,Correo Argentino,2025-03-14 01:21:15,2025-03-19 01:21:15
9000001698,1000001698,1002,457.0,PICKUP,2025-04-01 23:31:03,2025-04-02 23:31:03
9000001699,1000001699,1015,589.0,PICKUP,2025-08-11 12:23:24,2025-08-12 12:23:24
9000001700,1000001700,126,391.0,Correo Argentino,2025-01-25 16:23:56,2025-01-30 16:23:56
9000001701,1000001701,946,232.0,Correo Argentino,2024-08-19 01:07:20,2024-08-24 01:07:20
9000001702,1000001702,1005,577.0,Correo Argentino,2025-07-30 04:01:25,2025-08-03 04:01:25
9000001703,1000001703,1018,308.0,Correo Argentino,2024-11-03 09:11:06,2024-11-08 09:11:06
9000001704,1000001704,333,175.0,PICKUP,2024-06-23 22:23:34,2024-06-24 22:23:34
9000001705,1000001705,77,409.0,PICKUP,2025-02-12 23:50:55,2025-02-13 23:50:55
9000001706,1000001706,493,459.0,Correo Argentino,2025-04-03 02:53:52,2025-04-05 02:53:52
9000001707,1000001707,793,228.0,PICKUP,2024-08-15 01:10:46,2024-08-16 01:10:46
9000001708,1000001708,864,233.0,PICKUP,2024-08-20 19:26:17,2024-08-21 19:26:17
9000001709,1000001709,982,176.0,PICKUP,2024-06-24 04:13:08,2024-06-25 04:13:08
9000001710,1000001710,146,281.0,Correo Argentino,2024-10-07 10:50:50,2024-10-10 10:50:50
9000001711,1000001711,10,173.0,PICKUP,2024-06-21 11:53:12,2024-06-22 11:53:12
9000001712,1000001712,174,282.0,Correo Argentino,2024-10-08 21:31:19,2024-10-10 21:31:19
9000001713,1000001713,210,614.0,Correo Argentino,2025-09-05 10:31:03,2025-09-09 10:31:03
9000001714,1000001714,1326,,PICKUP,,
9000001715,1000001715,1032,377.0,PICKUP,2025-01-11 01:49:35,2025-01-12 01:49:35
9000001716,1000001716,708,343.0,Correo Argentino,2024-12-08 20:11:21,2024-12-13 20:11:21
9000001717,1000001717,956,261.0,Correo Argentino,2024-09-17 01:39:46,2024-09-22 01:39:46
9000001718,1000001718,1468,66.0,Correo Argentino,2024-03-06 19:02:19,2024-03-13 19:02:19
9000001719,1000001719,182,278.0,Correo Argentino,2024-10-04 04:28:32,2024-10-09 04:28:32
9000001720,1000001720,295,,PICKUP,,
9000001721,1000001721,1388,493.0,PICKUP,2025-05-07 20:59:19,2025-05-08 20:59:19
9000001722,1000001722,282,579.0,Correo Argentino,2025-08-01 08:37:51,2025-08-05 08:37:51
9000001723,1000001723,1365,591.0,Correo Argentino,2025-08-13 23:48:08,2025-08-15 23:48:08
9000001724,1000001724,505,569.0,PICKUP,2025-07-22 02:43:33,2025-07-23 02:43:33
9000001725,1000001725,774,474.0,Correo Argentino,2025-04-18 22:36:12,2025-04-23 22:36:12
9000001726,1000001726,504,511.0,Correo Argentino,2025-05-25 11:25:14,2025-05-29 11:25:14
9000001727,1000001727,748,105.0,Correo Argentino,2024-04-14 15:20:56,2024-04-19 15:20:56
9000001728,1000001728,479,512.0,PICKUP,2025-05-26 18:22:21,2025-05-27 18:22:21
9000001729,1000001729,975,617.0,Correo Argentino,2025-09-08 19:04:46,2025-09-12 19:04:46
9000001730,1000001730,156,549.0,Correo Argentino,2025-07-02 11:45:29,2025-07-04 11:45:29
9000001731,1000001731,380,560.0,PICKUP,2025-07-13 03:49:23,2025-07-14 03:49:23
9000001732,1000001732,823,572.0,Correo Argentino,2025-07-25 14:18:28,2025-07-27 14:18:28
9000001733,1000001733,561,200.0,PICKUP,2024-07-18 04:52:11,2024-07-19 04:52:11
9000001734,1000001734,40,52.0,Correo Argentino,2024-02-21 08:51:52,2024-02-26 08:51:52
9000001735,1000001735,270,499.0,PICKUP,2025-05-13 15:55:02,2025-05-14 15:55:02
9000001736,1000001736,557,207.0,Correo Argentino,2024-07-25 15:22:53,2024-07-31 15:22:53
9000001737,1000001737,303,166.0,PICKUP,2024-06-14 00:46:55,2024-06-15 00:46:55
9000001738,1000001738,345,247.0,Correo Argentino,2024-09-03 07:00:12,2024-09-06 07:00:12
9000001739,1000001739,676,110.0,PICKUP,2024-04-19 06:58:35,2024-04-20 06:58:35
9000001740,1000001740,1373,344.0,PICKUP,2024-12-09 17:42:55,2024-12-10 17:42:55
9000001741,1000001741,564,117.0,PICKUP,2024-04-26 13:38:45,2024-04-27 13:38:45
9000001742,1000001742,182,145.0,PICKUP,2024-05-24 06:59:29,2024-05-25 06:59:29
9000001743,1000001743,216,128.0,PICKUP,2024-05-07 11:39:47,2024-05-08 11:39:47
9000001744,1000001744,752,599.0,Correo Argentino,2025-08-21 08:23:27,2025-08-24 08:23:27
9000001745,1000001745,413,370.0,Correo Argentino,2025-01-04 01:52:42,2025-01-06 01:52:42
9000001746,1000001746,1384,276.0,Correo Argentino,2024-10-02 06:17:37,2024-10-07 06:17:37
